gen,score,h_total,s_total,time,diversity,sa_impact,H_Total,S_Total,H1_Prof,H2_Salle,H3_Grp,H4_Cap,H9_Indisp,S3_Gaps,S4_Lunch,S6_Stab,S8_FreeApm,S10_Sat
63,18556.0,0,18556.0,14.74498462677002,94.19753086419753,17.3625,0,18556.0,0,0,0,0,0,1660,1720,6600,1500,5000
64,18262.5,0,18262.5,14.870368003845215,96.25514403292182,10.2875,0,18262.5,0,0,0,0,0,1570,1680,6600,1400,5000
65,18262.5,0,18262.5,14.910892724990845,94.15637860082302,6.675,0,18262.5,0,0,0,0,0,1570,1680,6600,1400,5000
66,18262.5,0,18262.5,14.470440864562988,96.04938271604938,231.2875,0,18262.5,0,0,0,0,0,1570,1680,6600,1400,5000
67,17999.75,0,17999.75,14.954355001449585,96.79012345679013,29.5375,0,17999.75,0,0,0,0,0,1360,1600,6600,1400,5000
68,17933.75,0,17933.75,14.577074766159058,93.04526748971193,94587.35,0,17933.75,0,0,0,0,0,1360,1680,6400,1400,5000
69,17549.25,0,17549.25,15.181110382080078,97.77777777777779,24.85,0,17549.25,0,0,0,0,0,1270,1600,6200,1500,5000
70,17549.25,0,17549.25,14.776055335998535,86.5843621399177,12.65,0,17549.25,0,0,0,0,0,1270,1600,6200,1500,5000
71,12293.25,0,12293.25,15.040684938430786,90.2469135802469,274.175,0,12293.25,0,0,0,0,0,1260,1680,6100,1400,0
72,12092.25,0,12092.25,15.10040283203125,99.62962962962962,10.55,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
73,12092.25,0,12092.25,14.916098833084106,96.13168724279836,1.125,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
74,12092.25,0,12092.25,15.157397508621216,88.27160493827162,4.1,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
75,12092.25,0,12092.25,15.383142709732056,83.78600823045268,1.0,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
76,12092.25,0,12092.25,14.769906282424927,82.42798353909464,16.6,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
77,12092.25,0,12092.25,15.305238485336304,93.49794238683128,0.0,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
78,12092.25,0,12092.25,15.104540824890137,98.10699588477367,7.4375,0,12092.25,0,0,0,0,0,1270,1720,5900,1400,0
79,11901.25,0,11901.25,15.029144525527954,92.5925925925926,6.05,0,11901.25,0,0,0,0,0,1270,1680,5800,1400,0
80,11920.0,0,11920.0,14.818988800048828,93.49794238683126,6.3375,0,11920.0,0,0,0,0,0,1280,1680,5800,1400,0
81,11880.5,0,11880.5,14.679564952850342,85.22633744855966,21.475,0,11880.5,0,0,0,0,0,1190,1680,5700,1400,0
82,11699.75,0,11699.75,14.595085620880127,90.12345679012344,21.0875,0,11699.75,0,0,0,0,0,1180,1600,5700,1400,0
83,11719.75,0,11719.75,15.421962976455688,87.53086419753086,229.65,0,11719.75,0,0,0,0,0,1170,1600,5700,1400,0
84,11719.75,0,11719.75,14.907500267028809,97.1604938271605,3.35,0,11719.75,0,0,0,0,0,1170,1600,5700,1400,0
85,11578.5,0,11578.5,15.211522817611694,91.85185185185185,7.0625,0,11578.5,0,0,0,0,0,1160,1640,5500,1400,0
86,11578.5,0,11578.5,15.015201807022095,90.5349794238683,0.0,0,11578.5,0,0,0,0,0,1160,1640,5500,1400,0
87,11578.5,0,11578.5,14.867555141448975,91.64609053497944,0.0,0,11578.5,0,0,0,0,0,1160,1640,5500,1400,0
88,11546.75,0,11546.75,14.584717988967896,91.06995884773661,0.0875,0,11546.75,0,0,0,0,0,1290,1720,5300,1300,0
89,11208.0,0,11208.0,15.23435926437378,93.53909465020577,10.4375,0,11208.0,0,0,0,0,0,1280,1680,5200,1200,0
90,11288.0,0,11288.0,15.320925235748291,88.06584362139918,10.175,0,11288.0,0,0,0,0,0,1290,1720,5100,1300,0
91,11288.0,0,11288.0,14.404553174972534,89.05349794238683,1.3625,0,11288.0,0,0,0,0,0,1290,1720,5100,1300,0
92,11210.25,0,11210.25,14.29722285270691,93.95061728395062,5.2375,0,11210.25,0,0,0,0,0,1290,1720,5100,1300,0
93,11210.25,0,11210.25,15.154078245162964,99.50617283950616,0.0,0,11210.25,0,0,0,0,0,1290,1720,5100,1300,0
94,11210.25,0,11210.25,14.956337928771973,99.50617283950616,0.3,0,11210.25,0,0,0,0,0,1290,1720,5100,1300,0
95,11181.75,0,11181.75,15.151403665542603,89.30041152263375,6.925,0,11181.75,0,0,0,0,0,1170,1720,5000,1400,0
96,11181.75,0,11181.75,13.78519868850708,84.238683127572,10.025,0,11181.75,0,0,0,0,0,1170,1720,5000,1400,0
97,11181.75,0,11181.75,15.401148319244385,81.06995884773663,18.8625,0,11181.75,0,0,0,0,0,1170,1720,5000,1400,0
98,11126.75,0,11126.75,14.889003992080688,83.78600823045268,1.25,0,11126.75,0,0,0,0,0,1160,1680,5000,1400,0
99,11126.75,0,11126.75,15.47761058807373,96.25514403292182,0.0,0,11126.75,0,0,0,0,0,1160,1680,5000,1400,0
100,11006.75,0,11006.75,15.05341911315918,89.30041152263372,5.75,0,11006.75,0,0,0,0,0,1160,1680,4900,1400,0
101,10967.75,0,10967.75,14.894144535064697,89.1358024691358,0.45,0,10967.75,0,0,0,0,0,1160,1680,4900,1400,0
102,10967.75,0,10967.75,15.180477857589722,89.01234567901234,50011.65,0,10967.75,0,0,0,0,0,1160,1680,4900,1400,0
103,10903.0,0,10903.0,15.194267988204956,85.92592592592594,5.6125,0,10903.0,0,0,0,0,0,1310,1680,4800,1400,0
104,10903.0,0,10903.0,14.8110191822052,92.34567901234566,230.2625,0,10903.0,0,0,0,0,0,1310,1680,4800,1400,0
105,10805.0,0,10805.0,15.011478185653687,99.67078189300412,3.9,0,10805.0,0,0,0,0,0,1220,1640,4800,1400,0
106,10803.0,0,10803.0,14.543021202087402,88.72427983539094,9.2125,0,10803.0,0,0,0,0,0,1220,1640,4700,1400,0
107,10848.0,0,10848.0,15.363666534423828,98.559670781893,9.125,0,10848.0,0,0,0,0,0,1250,1640,4700,1500,0
108,10848.0,0,10848.0,14.883660078048706,96.04938271604937,0.0,0,10848.0,0,0,0,0,0,1250,1640,4700,1500,0
109,10848.0,0,10848.0,14.991479396820068,85.84362139917697,3.375,0,10848.0,0,0,0,0,0,1250,1640,4700,1500,0
110,10848.0,0,10848.0,14.700422525405884,99.75308641975309,0.0,0,10848.0,0,0,0,0,0,1250,1640,4700,1500,0
111,10848.0,0,10848.0,15.310893535614014,99.54732510288066,0.0,0,10848.0,0,0,0,0,0,1250,1640,4700,1500,0
112,10848.0,0,10848.0,14.658278226852417,95.26748971193415,1.725,0,10848.0,0,0,0,0,0,1240,1640,4700,1500,0
113,10848.0,0,10848.0,15.129972696304321,89.05349794238683,4.5,0,10848.0,0,0,0,0,0,1240,1640,4700,1500,0
114,10698.25,0,10698.25,14.915300607681274,88.60082304526749,10.0,0,10698.25,0,0,0,0,0,1210,1640,4600,1500,0
115,10670.75,0,10670.75,13.140247821807861,83.62139917695472,10.4125,0,10670.75,0,0,0,0,0,1130,1600,4600,1500,0
116,10670.75,0,10670.75,12.19149136543274,99.50617283950616,3.45,0,10670.75,0,0,0,0,0,1130,1600,4600,1500,0
117,10670.75,0,10670.75,12.10071325302124,90.65843621399176,5.2375,0,10670.75,0,0,0,0,0,1130,1600,4600,1500,0
118,10531.25,0,10531.25,12.011232852935791,87.11934156378601,6.475,0,10531.25,0,0,0,0,0,1200,1560,4500,1500,0
119,10531.25,0,10531.25,12.35628628730774,86.04938271604938,47984.925,0,10531.25,0,0,0,0,0,1200,1560,4500,1500,0
120,10531.25,0,10531.25,12.842660903930664,95.67901234567901,148972.025,0,10531.25,0,0,0,0,0,1200,1560,4500,1500,0
